etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;localisation;LAT;LONG;uai;anciens_codes_uai;identifiant_wikidata;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
HqAYu;Université Toulouse - Jean Jaurès;;UT2;Université;Université tertiaire - lettres et sciences Humaines;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.57954;1.40235;0311383K;;Q1933558;01/01/1971;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;5 allées Antonio Machado;;;31058;Toulouse CEDEX 9;France;21528;21879;22564;24684;26424;26904;29078;29895;29419.0;29981.0;31142.0;31030.0;29672.0
U8a0v;Université de Lille;;;Université;Université pluridisciplinaire avec santé;public;Hauts-de-France>Lille>Nord>Lille;50.631794;3.07526;0597239Y;0597065J;;21/09/2021;Décret n° 2021-1206 du 20 septembre 2021 portant création de l'Université de Lille et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044069299/;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;42 Rue Paul Duez;;;59800;Lille;France;;;;;;;;;;;;77221.0;74634.0
fWJJA;Centrale Lyon;EC Lyon;;École;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Écully;45.78299;4.76927;0690187D;;Q10177;1857;;;69081;Écully;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;36 avenue Guy de Collongue;;;69134;Écully CEDEX;France;1482;1390;1513;1633;1714;1774;1817;1907;1876.0;1842.0;2912.0;2916.0;2920.0
jKV15;École centrale d'électronique;ECE;;École;;privé;Île-de-France>Paris>Paris 15e;48.85152;2.28683;0754431J;;Q3577731;1909;;;75115;Paris 15e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;Immeuble Pollux;37 quai de Grenelle;;;75015;Paris;France;;;;;;;;;;;;;
5YWUA;École supérieure des sciences économiques et commerciales;;Essec;École;;privé;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.03397;2.078427;0951214D;;Q273642;1907;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;AVENUE BERNARD HIRSCH;;CS 50105;95021;CERGY PONTOISE CEDEX;France;;;;;;;;;;;;;
u79ZJ;Sciences Po;IEP de Paris;IEP Paris;Grand établissement;;public;Île-de-France>Paris>Paris 7e;48.85412;2.32842;0753431X;;Q859363;1945-10;;;75107;Paris 7e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;27 rue Saint Guillaume;;;75337;Paris CEDEX 07;France;7539;8248;8541;8734;8986;9427;9668;10023;10243.0;10394.0;10571.0;10673.0;10970.0
nhwFO;Neoma Business School;Neoma BS;;École;;privé;Normandie>Seine-Maritime>Rouen>Mont-Saint-Aignan;49.4631;1.063824;0760167U;;Q16665962;10/09/2013;;;76451;Mont-Saint-Aignan;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;1 rue du Maréchal Juin;;;76130;Mont Saint Aignan;France;;;;;;;;;;;;;
l9qwd;Université Bourgogne Europe;;UBE;Université;Université pluridisciplinaire avec santé;public;Bourgogne-Franche-Comté>Dijon>Côte-d'Or>Dijon;47.31326427033337;5.068940520286561;0212296G;0211237F;;06/12/2024;Décret n° 2024-1157 du 4 décembre 2024 portant création de l'Université Bourgogne Europe et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050733030;21231;Dijon;UU21701;Dijon;D021;Côte-d'Or;A07;Dijon;R27;Bourgogne-Franche-Comté;R26;Bourgogne;Maison de l'université;Esplanade Erasme;;BP 27877;21078;Dijon CEDEX;France;;;;;;;;;;;;;
rwz11;Université de Montpellier Paul-Valéry;;UMPV;Université;Université tertiaire - lettres et sciences Humaines;public;Occitanie>Montpellier>Hérault>Montpellier;43.6324177950831;3.870170116424561;0342569H;0341089Z;;18/07/2024;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;Route de Mende;;;34090;Montpellier;France;;;;;;;;;;;;;
G2qA7;Université Paris-Saclay;;;Université;Université scientifique et/ou médicale;public;Île-de-France>Versailles>Essonne>Paris>Gif-sur-Yvette;48.709629;2.170077;0912408Y;"0912330N;0911101C";Q109409389;07/11/2019;Décret n° 2019-1131 du 5 novembre 2019 portant création de l'université Paris-Saclay et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039323233/;91272;Gif-sur-Yvette;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Bâtiment Breguet;3 rue Joliot Curie;;;91190;Gif-sur-Yvette;France;;;;;;;;;;42164.0;45231.0;46100.0;46798.0
6Th4v;Institut Mines-Télécom, au périmètre des écoles IMT Atlantique, Lille Douai, Albi, Alès, Mines Saint-Étienne et Institut Mines-Télécom Business school;;IMT;Grand établissement;;public;Île-de-France>Versailles>Essonne>Paris>Palaiseau;48.7132;2.19972;"0912424R;0755661W";;Q7885718;01/03/2012;Décret n° 2012-279 du 28 février 2012 relatif à l'Institut Mines-Télécom;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000025414042/;91477;Palaiseau;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;19 place Marguerite Perey;;;91120;Palaiseau;France;;;;;;;;;;;;;
Onzi5;ECAM-EPMI;ECAM-EPMI;;École;;privé;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.031763;2.074459;0951819L;;Q3577775;1992;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;13 boulevard de l’Hautil;;;95092;Cergy-Pontoise CEDEX;France;;;;;;;;;;;;;
YPOQX;École nationale du génie de l'eau et de l'environnement de Strasbourg;;ENGEES;École;;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.580797;7.758744;0670189S;;Q3578160;1952;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;1 Cour des Cigarières;;;67000;Strasbourg;France;;;;;;;;;;;;;
XBZhH;École nationale supérieure des métiers de l'image et du son;La Fémis;;École;;public;Île-de-France>Paris>Paris 18e;48.89055;2.34257;0753457A;;Q1138556;01/01/1986;;;75118;Paris 18e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;6 rue FRANCOEUR;;;75018;PARIS;France;;;;;;;;;;;;;
eHi5c;EPF - École d'ingénieurs;EPF;;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Cachan;48.79218;2.329213;"0942500G;0920674H";;Q3046044;1925;;;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;55 avenue du Président Wilson;;;94230;Cachan;France;;;;;;;;;;;;;
QYw7j;Institut national des sciences appliquées Centre Val de Loire;INSA Centre Val de Loire;INSA CVL;École;;public;Centre-Val de Loire>Orléans-Tours>Cher>Bourges;47.0821667774133;2.416074872016907;"0411068N;0180974L";"0410981U;0410979S;0180910S";Q15651478;01/01/2014;Décret n° 2013-521 du 19 juin 2013 portant création de l'Institut national des sciences appliquées Centre Val de Loire;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000027587535/;18033;Bourges;UU18501;Bourges;D018;Cher;A18;Orléans-Tours;R24;Centre-Val de Loire;R24;Centre-Val de Loire;;88 boulevard Lahitolle;;CS 60013;18022;Bourges cedex;France;;;;1151;1413;1550;1594;1632;1654.0;1672.0;1717.0;1705.0;1759.0
24vIz;Institut national du patrimoine;;Inp;École;;public;Île-de-France>Paris>Paris 2e;48.86661;2.33907;0754446A;;Q3152445;18/05/1990;Décret n° 90-406 du 16 mai 1990 créant et organisant l'École nationale du patrimoine;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000343015/;75102;Paris 2e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;2 rue VIVIENNE;;;75002;PARIS;France;;;;;;;;;;;;;
2Nnrv;Institut supérieur de l'aéronautique et de l'espace;ISAE-SUPAERO;;Grand établissement;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.5656;1.47408;0312760G;"0310146R;0311587G";Q155446;27/09/2007;Décret n° 2007-1384 du 24 septembre 2007 portant création de l'Institut supérieur de l'aéronautique et de l'espace;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000469118/;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;10 avenue Édouard Belin;;BP 54032;31055;Toulouse CEDEX 4;France;;;;;;;;;;;;;
4k25D;Université de Strasbourg;;UNISTRA;Université;Université pluridisciplinaire avec santé;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.57872;7.76465;0673021V;"0671778U;0671712X;0671713Y";Q157575;01/01/2009;Décret n° 2008-787 du 18 août 2008 portant création de l'université de Strasbourg;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000019341825/;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;4 rue Blaise Pascal;;CS 90032;67081;Strasbourg CEDEX;France;42261;42850;43735;44754;46180;47292;48974;49465;50449.0;51255.0;51464.0;51852.0;50832.0
EW53M;Université Polytechnique Hauts-de-France;;UPHF;Université;Université pluridisciplinaire avec santé;public;Hauts-de-France>Lille>Nord>Valenciennes>Aulnoy-lez-Valenciennes;50.32622;3.51056;0597132G;0593279U;Q1548539;11/09/2019;Décret n° 2019-942 du 9 septembre 2019 portant création de l'Université Polytechnique Hauts-de-France et de l'Institut national des sciences appliquées Hauts-de-France et approbation des statuts de l'établissement expérimental;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039070284/;59032;Aulnoy-lez-Valenciennes;UU59701;Valenciennes;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;Le Mont Houy;;;59313;Valenciennes CEDEX 9;France;;;;;;;;;;12510.0;12304.0;13011.0;12026.0
NV3O7;École catholique des arts et métiers;ECAM Lasalle;ECAM;École;;privé;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 5e;45.76391;4.82518;0690194L;;Q3577727;01/01/1900;;;69385;Lyon 5e;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;40 montée Saint Barthélemy;;;69321;Lyon CEDEX 05;France;;;;;;;;;;;;;
Y0wtS;École de management Léonard De Vinci;EMLV;EMLV;École;;privé;Île-de-France>Versailles>Hauts-de-Seine>Paris>Courbevoie;48.8962;2.2359;0922369A;;Q166446;1995;;;92026;Courbevoie;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Pôle Universitaire Léonard de Vinci;2-12 avenue Léonard de Vinci;;;92916;Paris La Défense CEDEX;France;;;;;;;;;;;;;
fZmTP;Burgundy School of Business;;BSB;École;;privé;Bourgogne-Franche-Comté>Dijon>Côte-d'Or>Dijon;47.32806;5.04142;0210099U;;Q3578434;;;;21231;Dijon;UU21701;Dijon;D021;Côte-d'Or;A07;Dijon;R27;Bourgogne-Franche-Comté;R26;Bourgogne;;29 rue Sambin;;BP 50608;21006;Dijon CEDEX;France;;;;;;;;;;;;;
8bexp;ESCP Business School;;ESCP;École;;privé;Île-de-France>Paris>Paris 15e;48.842394;2.317575;0753547Y;;Q29293;1819;;;75115;Paris 15e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;3 rue Armand Moisant;;;75015;Paris;France;;;;;;;;;;;;;
5eUBS;Institut français d'archéologie orientale du Caire;IFAO;;Autre établissement;;public;Étranger>Le Caire;30.0328599;31.2352879;3010001R;;Q1472454;1880;;;;Le Caire;;Le Caire;D999;Étranger;A00;Étranger;R99;Étranger;R99;Étranger;;37 rue al-Cheikh Ali Youssef;;B.P. 11562 Qasr al-Aïny;11441;Le Caire;Égypte;;;;;;;;;;;;;
e2uv7;Université de Brest;;;Université;Université pluridisciplinaire avec santé;public;Bretagne>Rennes>Finistère>Brest;48.39905661506747;-4.503364562988282;;0290346U;;01/03/2025;Décret n° 2025-177 du 24 février 2025 portant création de l'Université de Brest et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000051244713;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;3 rue Matthieu Gallou;;;29200;Brest;France;;;;;;;;;;;;;
Mz286;Université de Pau et des Pays de l'Adour;;UPPA;Université;Université pluridisciplinaire hors santé;public;Nouvelle-Aquitaine>Bordeaux>Pyrénées-Atlantiques>Pau;43.31372;-0.36509;0640251A;;Q572968;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;64445;Pau;UU64701;Pau;D064;Pyrénées-Atlantiques;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;Avenue de l’Université;;BP 576;64012;Pau CEDEX;France;11076;11079;11000;11003;11454;11413;11775;11753;12222.0;12619.0;13138.0;12836.0;12108.0
H3nOd;Université de Technologie de Compiègne;;UTC;École;;public;Hauts-de-France>Amiens>Oise>Compiègne;49.40024;2.800108;0601223D;;Q622906;02/10/1972;;;60159;Compiègne;UU60502;Compiègne;D060;Oise;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;Rue du docteur Schweitzer;;CS 60319;60203;Compiègne CEDEX;France;3799;3955;4050;4052;3974;3940;4182;4301;4291.0;4343.0;4219.0;4359.0;4367.0
vLcx0;Centre national des arts du cirque;CNAC;;École;;privé;Grand Est>Reims>Marne>Châlons-en-Champagne;48.95119;4.36256;0511931X;;Q2945947;;;;51108;Châlons-en-Champagne;UU51501;Châlons-en-Champagne;D051;Marne;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;1 rue DU CIRQUE;;;51000;CHALONS EN CHAMPAGNE;France;;;;;;;;;;;;;
gFP1V;Excelia Group;Excelia;;École;;privé;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;46.14069;-1.15616;0171427J;;Q3578436;1988;;;17300;La Rochelle;UU17601;La Rochelle;D017;Charente-Maritime;A13;Poitiers;R75;Nouvelle-Aquitaine;R54;Poitou-Charentes;;102 rue de Coureilles;;;17000;La Rochelle;France;;;;;;;;;;;;;
3F8N1;Institut d'ingénierie informatique de Limoges;3IL;;École;;privé;Nouvelle-Aquitaine>Limoges>Haute-Vienne>Limoges;45.81879933351791;1.2718766927719118;0870997L;;Q3151931;06/01/1987;;;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Nouvelle-Aquitaine;R74;Limousin;;43 rue Sainte Anne;;BP 834;87015;Limoges;France;;;;;;;;;;;;;
TeXD3;Institut national des sciences appliquées de Rouen Normandie;INSA de Rouen Normandie;INSA Rouen Normandie;École;;public;Normandie>Seine-Maritime>Rouen>Saint-Étienne-du-Rouvray;49.3852;1.06839;0760165S;;Q1665112;1985;;;76575;Saint-Étienne-du-Rouvray;UU00755;Rouen;D076;Seine-Maritime;A70;Normandie;R28;Normandie;R23;Haute-Normandie;;685 avenue de l'Université;;BP 08;76801;Saint-Étienne-du-Rouvray CEDEX;France;1673;1689;1693;1746;1760;1775;1867;1949;1978.0;2021.0;2048.0;2044.0;2003.0
6b2we;Université Marie et Louis Pasteur;;UMLP;Université;Université pluridisciplinaire avec santé;public;Bourgogne-Franche-Comté>Besançon>Doubs>Besançon;47.240643;6.02313;0252044L;"0251985X;0251215K";;01/12/2024;;;25056;Besançon;UU25601;Besançon;D025;Doubs;A03;Besançon;R27;Bourgogne-Franche-Comté;R43;Franche-Comté;;rue claude goudimel;;;25000;Besançon;France;;;;;;;;;;;;;
qUCQp;Nantes Université;;NU;Université;Université pluridisciplinaire avec santé;public;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;47.209413;-1.555908;0442953W;0440984F;Q259388;04/10/2021;Décret n° 2021-1290 du 1er octobre 2021 portant création de Nantes Université et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044155976/;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;1 quai de Tourville;;;44000;Nantes;France;;;;;;;;;;;;43089.0;41188.0
RS4WF;CY Cergy Paris Université;;CYU;Université;Université pluridisciplinaire hors santé;public;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.03889;2.07415;0952259P;"0952199Z;0951623Y;0951793H";Q74452784;01/11/2019;Décret n° 2019-1095 du 28 octobre 2019 portant création de CY Cergy Paris Université et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039287925/;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;33 boulevard du Port;;;95011;Cergy-Pontoise CEDEX;France;;;;;;;;;;24808.0;25823.0;26069.0;23569.0
56aH3;École nationale des travaux publics de l'État;;ENTPE;École;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Vaulx-en-Velin;45.77840382390363;4.92339849472046;0692566P;;Q3578157;1954;;;69256;Vaulx-en-Velin;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;3 Rue Maurice Audin;;;69256;Vaulx-en-Velin CEDEX;France;;;;;;;;;;;;;
jYUcF;Arts et Métiers Sciences et Technologies;Arts et Métiers;ENSAM;Grand établissement;;public;Île-de-France>Paris>Paris 13e;48.83357;2.35831;0753237L;;Q2570220;1780;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;151 boulevard de l'hôpital;;;75013;Paris;France;5286;5522;5635;5726;5703;5645;5742;5884;5925.0;6030.0;6055.0;5906.0;5830.0
42Fay;École supérieure d'art et de design d'Amiens;Ésad Amiens;;École;;public;Hauts-de-France>Amiens>Somme>Amiens;49.90229;2.29326;0801367B;;Q3578393;;;;80021;Amiens;UU80601;Amiens;D080;Somme;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;40  RUE DES TEINTURIERS;;;80080;AMIENS;France;;;;;;;;;;;;;
977ni;ICN Business School;;ICN;École;;privé;Grand Est>Nancy-Metz>Meurthe-et-Moselle>Nancy;48.67419;6.17029;0542455A;;Q3146547;1905;;;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;86 rue du Sergent Blandan;;;54003;Nancy;France;;;;;;;;;;;;;
64Dyl;Institut catholique de Toulouse;;ICT;École;;privé;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.59529;1.44233;0310155A;;Q1479987;1876;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;31 rue de la Fonderie;;BP 7012;31068;Toulouse CEDEX 7;France;;;;;;;;;;;;;
0XJbA;Institut d'économie scientifique et de gestion;IÉSEG;;École;;privé;Hauts-de-France>Lille>Nord>Lille;50.63538;3.04488;0593202K;;Q3156522;1964;;;59350;Lille;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;3 rue de la Digue;;;59800;Lille;France;;;;;;;;;;;;;
A2hM0;Institut des relations publiques et de la communication d’Angers;Ircom;IRCOM;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers>Les Ponts-de-Cé;47.44304;-0.53222;0492062A;;Q74181405;1984;;;49246;Les Ponts-de-Cé;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;23 rue Edouard Guinel;;CS 10059;49136;Les Ponts-de-Cé CEDEX;France;;;;;;;;;;;;;
G12bB;École supérieure des technologies et des affaires de Belfort;ESTA Belfort;;École;;privé;Bourgogne-Franche-Comté>Besançon>Territoire de Belfort>Belfort;47.6403207998;6.86085341826;0900362E;;Q3578507;1986-09;;;90010;Belfort;UU00558;Belfort;D090;Territoire de Belfort;A03;Besançon;R27;Bourgogne-Franche-Comté;R43;Franche-Comté;;3 rue DU DR FRERY;;CS50199;90004;BELFORT CEDEX;France;;;;;;;;;;;;;
XR16q;Conservatoire national des arts et métiers;;CNAM;Grand établissement;;public;Île-de-France>Paris>Paris 3e;48.86675796735145;2.3554462194442753;0753471R;;Q524289;1794;;;75103;Paris 3e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;292 rue Saint-Martin;;;75141;Paris Cedex 03;France;;;;;;;;;;;;;
4i3C4;École nationale supérieure d'architecture de Paris-La Villette;ENSAPLV;;École;;public;Île-de-France>Paris>Paris 19e;48.89325;2.38192;0751875F;;Q3578185;;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;144  RUE DE FLANDRE;;;75019;PARIS;France;;;;;;;;;;;;;
WjVHD;École nationale supérieure d'informatique pour l'industrie et l'entreprise;;ENSIIE;École;;public;Île-de-France>Versailles>Essonne>Paris>Évry-Courcouronnes;48.6262;2.43202;0912266U;;Q3578204;01/08/2006;Décret n° 2006-805 du 5 juillet 2006 portant création d'une Ecole nationale supérieure d'informatique pour l'industrie et l'entreprise;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000788862/;91228;Évry-Courcouronnes;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;1 square de la résistance;;;91025;Évry-Courcouronnes Cedex;France;411;394;451;492;567;596;617;565;541.0;522.0;534.0;517.0;516.0
19ezc;École supérieure des sciences commerciales d'Angers;;ESSCA;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.47636;-0.60065;0490076S;;Q3578499;01/01/1909;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;1 rue Joseph Lakanal;;BP 40348;49003;Angers CEDEX 01;France;;;;;;;;;;;;;
3SqE2;Institut catholique de Rennes;;ICR;École;;privé;Bretagne>Rennes>Ille-et-Vilaine>Rennes>Bruz;48.04855;-1.74461;0352349N;;Q3151862;1989;;;35047;Bruz;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;RUE BLAISE PASCAL;CAMPUS DE KER LANN;;35170;BRUZ;France;;;;;;;;;;;;;
FDijq;Institut national d'histoire de l'art;;INHA;Grand établissement;;public;Île-de-France>Paris>Paris 2e;48.866499;2.338842;0755026F;;Q3152376;15/07/2001;Décret no 2001-621 du 12 juillet 2001 portant création de l'Institut national d'histoire de l'art;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000222679/;75102;Paris 2e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;2 rue Vivienne;;;75002;Paris;France;;;;;;;;;;;;;
Hm42K;Institut national universitaire Jean-François Champollion;INU Albi;INUC;Autre établissement;Université pluridisciplinaire hors santé;public;Occitanie>Toulouse>Tarn>Albi;43.92;2.139;0811293R;;Q929515;18/04/2002;Décret n° 2002-522 du 16 avril 2002 relatif au centre universitaire de formation et de recherche du Nord-Est Midi-Pyrénées Jean-François-Champollion;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000223183/;81004;Albi;UU81502;Albi;D081;Tarn;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;Place de Verdun;;;81012;Albi CEDEX 9;France;2835;2978;3315;3525;3735;3844;3693;3505;3769.0;3790.0;3897.0;3742.0;3667.0
f2wCi;Institut polytechnique des sciences avancées;IPSA;;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Ivry-sur-Seine;48.814007;2.393909;0942144V;;Q183213;01/09/1963;;;94041;Ivry-sur-Seine;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;15 rue MAURICE GRANDCOING;;;94200;IVRY SUR SEINE;France;;;;;;;;;;;;;
5HerM;MBS;;;École;;privé;Occitanie>Montpellier>Hérault>Montpellier;43.621491;3.833542;0340137P;;Q3117571;1992;;;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;2300 AVENUE DES MOULINS;;;34185;MONTPELLIER CEDEX 4;France;;;;;;;;;;;;;
PpsCQ;Université Paris sciences et lettres;Université PSL;PSL;Grand établissement;Université pluridisciplinaire hors santé;public;Île-de-France>Paris>Paris 6e;48.85464;2.33785;0756036D;0755700N;Q1163431;07/11/2019;Décret n° 2019-1130 du 5 novembre 2019 portant création de l'Université Paris sciences et lettres (Université PSL) et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000039323049/;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;60 rue Mazarine;;;75006;Paris;France;;;;;;;;;;17583.0;17549.0;17646.0;17959.0
54VTe;Centrale Lille Institut;;CLI;École;;public;Hauts-de-France>Lille>Nord>Lille>Villeneuve-d'Ascq;50.60648;3.13757;"0597139P;0590349J";;Q273461;1854;;;59009;Villeneuve-d'Ascq;UU59702;Lille;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;Cité scientifique;;CS 20048;59651;Villeneuve-d'Ascq CEDEX;France;1449;1438;1495;1562;1595;1658;1605;1644;1668.0;2086.0;2144.0;1613.0;2272.0
YMJiz;École d'ingénieur d'agro-développement international;ISTOM;;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.4776;-0.60052;"0951808Z;0492466P";;Q3577763;1908;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;4 rue Lakanal;;;49000;Angers;France;;;;;;;;;;;;;
NgNNI;École nationale supérieure d'architecture de Paris-Belleville;ENSAPB;;École;;public;Île-de-France>Paris>Paris 19e;48.87529688720956;2.3746132850646977;0751877H;;Q3578187;1969;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;60 boulevard de la Villette;;;75019;Paris;France;;;;;;;;;;;;;
