etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;localisation;LAT;LONG;uai;anciens_codes_uai;identifiant_wikidata;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
UKEsZ;Facultés Libres de Philosophie et de Psychologie;IPC;IPC;École;;privé;Île-de-France>Paris>Paris 14e;48.838;2.33569;0752139T;;Q3146792;01/01/1969;;;75114;Paris 14e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;70 avenue Denfert-Rochereau;;;75014;Paris;France;;;;;;;;;;;;;
ab5z5;Institut national des sciences appliquées de Strasbourg;INSA de Strasbourg;INSA Strasbourg;École;;public;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;48.582266;7.764893;0670190T;0670190T;Q521036;05/03/2003;;;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;24 boulevard de la Victoire;;;67084;Strasbourg CEDEX;France;1615;1670;1663;1702;1786;1930;1954;2015;1977.0;1997.0;2018.0;2059.0;2007.0
hy4EW;Université de Guyane;Université Guyane;;Université;Université pluridisciplinaire avec santé;public;Guyane>Cayenne;4.93174;-52.30102;9730429D;9710585J;Q16682067;01/01/2015;Décret n° 2014-851 du 30 juillet 2014 portant création et organisation provisoire de l'université de la Guyane;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000029310823/;97302;Cayenne;UU9C601;Cayenne;D973;Guyane;A33;Guyane;R03;Guyane;R03;Guyane;;2091 route Baduel;Campus de Troubiran;BP 20792;97337;Cayenne CEDEX;France;;;;;2524;2838;3302;3297;3601.0;3802.0;3960.0;3890.0;3399.0
klrvr;Nîmes université;;;Université;Université pluridisciplinaire hors santé;public;Occitanie>Montpellier>Gard>Nîmes;43.84259819152813;4.357001781463624;0301911P;0301687W;;18/07/2024;Décret n° 2024-842 du 16 juillet 2024 portant création de Nîmes Université et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050002289;30189;Nîmes;UU30601;Nîmes;D030;Gard;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;Site Vauban;Rue du Docteur Georges Salan;;;30000;Nîmes;France;;;;;;;;;;;;;
5gqzw;Université Jean Monnet;;UJM;Université;Université pluridisciplinaire avec santé;public;Auvergne-Rhône-Alpes>Lyon>Loire>Saint-Étienne;45.424706;4.392766;0422388T;0421095M;;06/12/2024;Décret n° 2024-1155 du 4 décembre 2024 portant création de l'Université Jean Monnet et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050732767;42218;Saint-Étienne;UU00753;Saint-Étienne;D042;Loire;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;10 Rue Tréfilerie;;;42100;Saint-Étienne;France;;;;;;;;;;;;;
evv7S;Université de Montpellier;;UM;Université;Université pluridisciplinaire avec santé;public;Occitanie>Montpellier>Hérault>Montpellier;43.61494;3.87347;0342490X;0342321N;;21/09/2021;Décret n° 2021-1207 du 20 septembre 2021 portant création de l'Université de Montpellier et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044069463/;34172;Montpellier;UU34701;Montpellier;D034;Hérault;A11;Montpellier;R76;Occitanie;R91;Languedoc-Roussillon;;163 rue Auguste Broussonnet;;;34090;Montpellier;France;;;;;;;;;;;;46045.0;45225.0
vH695;Centre des hautes études de la construction;;CHEC;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Arcueil;48.800733327820986;2.327309846878052;0942283W;;Q97293012;01/09/1957;;;94003;Arcueil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;1 rue Paul Bert;;;94110;ARCUEIL;France;;;;;;;;;;;;;
2CPf2;ECAM Rennes Louis de Broglie;ECAM Rennes;;École;;privé;Bretagne>Rennes>Ille-et-Vilaine>Rennes>Bruz;48.04692;-1.74357;0352337A;;Q3045829;1991;;;35047;Bruz;UU35701;Rennes;D035;Ille-et-Vilaine;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 contour Antoine de Saint Éxupéry;Campus de Ker Lann;CS29128;35170;Bruz;France;;;;;;;;;;;;;
CdULA;École supérieure de chimie physique électronique de Lyon;CPE Lyon;;École;;privé;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;45.78415;4.868928;0693623N;;Q10178;1994;;;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;Bâtiment Hubert Curien;43 boulevard du 11 Novembre 191;;BP 82077;69616;Villeurbanne CEDEX;France;;;;;;;;;;;;;
MuSey;École supérieure d'électronique de l'Ouest;ESEO;ESEO;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.493396;-0.550804;0490075R;;Q3578422;01/01/1956;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;10 boulevard Jeanneteau;;CS 90717;49107;Angers CEDEX 2;France;;;;;;;;;;;;;
Dk1Th;Institut national des langues et civilisations orientales;INALCO;INALCO;Grand établissement;;public;Île-de-France>Paris>Paris 13e;48.82725533443922;2.376024127006531;0753488J;;Q1430113;1669;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;65 rue des Grands Moulins;;;75214;Paris CEDEX 13;France;6311;6673;6841;6589;7083;7262;6986;5840;5503.0;5591.0;6144.0;5810.0;5548.0
0Mvk5;Collège de France;;;Grand établissement;;public;Île-de-France>Paris>Paris 5e;48.84879;2.34534;0753480A;;Q202660;1530;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;11 place Marcelin Berthelot;;;75231;Paris CEDEX 05;France;;;;;;;;;;;;;
dxA6r;Institut européen d'administration des affaires;;INSEAD;École;;privé;Île-de-France>Créteil>Seine-et-Marne>Fontainebleau;48.4054;2.68529;0771077C;;Q1136829;1957;;;77186;Fontainebleau;UU77405;Fontainebleau;D077;Seine-et-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;Boulevard de Constance;;;77305;Fontainebleau;France;;;;;;;;;;;;;
a2a9U;Institut national supérieur de formation et de recherche pour l'éducation inclusive;INSEI;;École;;public;Île-de-France>Versailles>Hauts-de-Seine>Paris>Suresnes;48.86853;2.21315;0922605G;;Q3152454;01/01/2006;Décret n° 2005-1754 du 30 décembre 2005 relatif à l'Institut national supérieur de formation et de recherche pour l'éducation des jeunes handicapés et les enseignements adaptés;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000811241/;92073;Suresnes;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;58/60 avenue des Landes;;;92150;Suresnes;France;;;;;;;;245;288.0;256.0;265.0;305.0;296.0
BmNtV;Institut polytechnique UniLaSalle;UniLaSalle;;École;;privé;Hauts-de-France>Amiens>Oise>Beauvais;49.45971;2.06792;0600071B;"0951804V;0600071B";Q3152468;01/09/2006;;;60057;Beauvais;UU60501;Beauvais;D060;Oise;A20;Amiens;R32;Hauts-de-France;R22;Picardie;;19 rue Pierre Waguet;;BP 30313;60026;Beauvais CEDEX;France;;;;;;;;;;;;;
VAP7f;Institut supérieur d'électronique de Paris;;ISEP;École;;privé;Île-de-France>Paris>Paris 6e;48.84531;2.32804;0753559L;;Q3152556;1955;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;28 rue Notre-Dame-des-Champs;;;75006;Paris;France;;;;;;;;;;;;;
etBz7;Université Claude Bernard - Lyon 1;Lyon I;;Université;Université scientifique et/ou médicale;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;45.77962;4.86518;0691774D;;Q4032;01/01/1971;Décret du 23 décembre 1970 portant érection d'universités et instituts nationaux polytechniques en établissements publics à caractère scientifique et culturel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000850542/;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;43 boulevard du 11 Novembre 1918;;;69622;VilleurbanneCEDEX;France;32215;32783;33853;35231;38173;39423;40305;40971;41212.0;41893.0;40561.0;40570.0;39542.0
K4lR3;Université Clermont Auvergne;;UCA;Université;Université pluridisciplinaire avec santé;public;Auvergne-Rhône-Alpes>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand;45.77056;3.08791;0632084Y;0632035V;Q1319786;09/12/2020;Décret n° 2020-1527 du 7 décembre 2020 portant création de l'Université Clermont Auvergne et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000042620217/;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes;R83;Auvergne;;49 boulevard François Mitterrand;;CS 60032;63001;Clermont-Ferrand CEDEX 1;France;;;;;;;;;;;34324.0;34381.0;32741.0
ZCW24;Conservatoire national supérieur de musique et de danse de Paris;CNSMDP;;École;;public;Île-de-France>Paris>Paris 19e;48.88882;2.39076;0753495S;;Q463055;;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;209 avenue Jean Jaurès;;;75019;PARIS;France;;;;;;;;;;;;;
13fXQ;École nationale supérieure Louis Lumière;ENS Louis Lumière;ENSLL;École;;public;Île-de-France>Créteil>Seine-Saint-Denis>Paris>Saint-Denis;48.922189;2.335657;0932066R;;Q273466;1926;;;93066;Saint-Denis;UU00851;Paris;D093;Seine-Saint-Denis;A24;Créteil;R11;Île-de-France;R11;Île-de-France;La Cité du Cinéma;20 rue Ampère;;;93200;Saint-Denis;France;;;;;;;;146;148.0;147.0;144.0;147.0;144.0
wkykl;École nationale vétérinaire de Toulouse;;ENVT;École;;public;Occitanie>Toulouse>Haute-Garonne>Toulouse;43.6004;1.3819;0310153Y;;Q3578275;1825;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;23 chemin des Capelles;;BP 87614;31076;Toulouse CEDEX 3;France;;;;;;;;;;;;;
tJRnj;École spéciale des travaux publics, du bâtiment et de l'industrie;ESTP;;École;;privé;Île-de-France>Créteil>Val-de-Marne>Paris>Cachan;48.79422078629043;2.328532934188843;"0753607N;0942340H";;Q273483;1891;;;94016;Cachan;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;28 avenue du Président Wilson;;;94230;Cachan;France;;;;;;;;;;;;;
4C5vX;École supérieure d'informatique électronique automatique;;ESIEA;École;;privé;Île-de-France>Paris>Paris 5e;48.83788;2.352616;0753560M;;Q3578402;1958;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;9 rue Vesale;;;75005;Paris;France;;;;;;;;;;;;;
J36yt;Institut catholique de Paris;;ICP;École;;privé;Île-de-France>Paris>Paris 6e;48.8483;2.32936;0753541S;;Q1470431;1875;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;21 rue d’Assas;;;75270;Paris CEDEX 06;France;;;;;;;;;;;;;
5cuYU;Vet Agro Sup;Vet Agro Sup;;Grand établissement;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Marcy-l'Étoile;45.793314788437215;4.711171388626099;0690193K;0631786Z;Q3151920;01/01/2010;Décret n° 2009-1641 du 24 décembre 2009 portant création de l'Institut d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement (Vet Agro Sup);https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000021528233/;69127;Marcy-l'Étoile;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;1 avenue Bourgelat;;;69280;Marcy-l'Étoile;France;;;;;;;;;;;;;
EM3xY;Institut régional du travail social de Champagne-Ardennes;IRTS Champagne-Ardenne;;École;;privé;Grand Est>Reims>Marne>Reims;49.231082;4.002474;0511556P;;;;;;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;8 rue Joliot Curie;;;51100;REIMS;France;;;;;;;;;;;;;
bxPQe;Sorbonne Université;Sorbonne U;;Université;Université pluridisciplinaire avec santé;public;Île-de-France>Paris>Paris 6e;48.85114773764701;2.3403829336166386;0755890V;"0751720M;0751722P";Q41497113;01/01/2018;Décret n° 2017-596 du 21 avril 2017 portant création de l'université Sorbonne Université;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000034455357/;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;21 rue de l’École de médecine;;;75006;PARIS;France;;;;;;;;50741;49708.0;48236.0;47856.0;48971.0;49020.0
nkbwh;Université de Limoges;;UNILIM;Université;Université pluridisciplinaire avec santé;public;Nouvelle-Aquitaine>Limoges>Haute-Vienne>Limoges;45.82604;1.25853;0870669E;;Q2661290;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;87085;Limoges;UU87601;Limoges;D087;Haute-Vienne;A22;Limoges;R75;Nouvelle-Aquitaine;R74;Limousin;;33 rue François Mitterrand;;BP 23204;87032;Limoges CEDEX 01;France;13728;13642;14016;14576;14970;15182;15753;16126;16980.0;17455.0;17929.0;17701.0;16096.0
8tVLr;Université de technologie de Troyes;;UTT;École;;public;Grand Est>Reims>Aube>Troyes;48.26834;4.06794;0101060Y;;Q1037208;16/09/1994;;;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;12 rue Marie Curie;;CS 42060;10004;Troyes CEDEX;France;2418;2432;2508;2550;2613;2738;2890;3089;3172.0;3066.0;3256.0;3235.0;3196.0
8k883;Université Sorbonne Nouvelle - Paris 3;Paris III;;Université;Université tertiaire - lettres et sciences Humaines;public;Île-de-France>Paris>Paris 12e;48.844881806752355;2.39701509475708;0751719L;;Q571293;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;75112;Paris 12e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;8 avenue de Saint-Mandé;;;75012;Paris;France;17178;17516;17188;16882;16624;16196;15937;15469;16123.0;15978.0;15638.0;15404.0;14995.0
3xQrL;École nationale supérieure d'arts de Paris-Cergy;ENSAPC;;École;;public;Île-de-France>Versailles>Val-d'Oise>Paris>Cergy;49.03643;2.07795;0951310H;;Q3578196;;;;95127;Cergy;UU00851;Paris;D095;Val-d'Oise;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;2  RUE DES ITALIENS;;;95000;CERGY;France;;;;;;;;;;;;;
59da6;École nationale supérieure des sciences de l'information et des bibliothèques;;ENSSIB;Grand établissement;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;45.7803;4.86229;0692459Y;;Q2791269;13/01/1992;Décret no 92-25 du 9 janvier 1992 relatif à l'organisation de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000356825/;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;17/21 boulevard du 11 novembre 1918;;;69623;Villeurbanne CEDEX;France;90;241;243;233;225;251;240;228;219.0;210.0;219.0;234.0;247.0
LllIv;École nationale vétérinaire d'Alfort;;ENVA;École;;public;Île-de-France>Créteil>Val-de-Marne>Paris>Maisons-Alfort;48.81474;2.42152;0940608A;;Q273600;1765;;;94046;Maisons-Alfort;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;7 avenue du Général de Gaulle;;;94700;Maisons-Alfort CEDEX;France;;;;;;;;;;;;;
x2D1F;École supérieure d’agriculture;ESA;ESA;École;;privé;Pays de la Loire>Nantes>Maine-et-Loire>Angers;47.458784;-0.543657;0490072M;;Q3578375;1898;;;49007;Angers;UU49701;Angers;D049;Maine-et-Loire;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;55 RUE RABELAIS;;BP 30748;49007;ANGERS CEDEX 01;France;;;;;;;;;;;;;
38wo2;École supérieure d'art et de design de Reims;ESAD Reims;;École;;public;Grand Est>Reims>Marne>Reims;49.252304;4.029733;0510084P;;Q3578396;;;;51454;Reims;UU51701;Reims;D051;Marne;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;12 rue LIBERGIER;;;51100;REIMS;France;;;;;;;;;;;;;
k94mT;Institut national des sciences et techniques nucléaires;INSTN;;École;;public;Île-de-France>Versailles>Essonne>Paris>Gif-sur-Yvette;48.723847;2.153444;0910685A;;Q3152438;1956;;;91272;Gif-sur-Yvette;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;Centre CEA de Saclay;Point courrier n°35;;91191;GIF SUR YVETTE CEDEX;France;;;;;;;;;;;;;
eUjTI;Institut supérieur de l'électronique et du numérique de Brest;Yncréa Ouest;;École;;privé;Bretagne>Rennes>Finistère>Brest;48.407023;-4.495576;0292125C;;Q51648617;01/09/1994;;;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;20 rue Cuirassé Bretagne;;CS 42807;29200;Brest;France;;;;;;;;;;;;;
42F7G;IPAG Business School;;;École;;privé;Île-de-France>Paris>Paris 6e;48.85497;2.331248;"0754273M;0752792C";;Q24928475;1965;;;75106;Paris 6e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;184 BOULEVARD ST GERMAIN;;;75006;PARIS;France;;;;;;;;;;;;;
VaJ52;Muséum national d'histoire naturelle;;MNHN;Grand établissement;;public;Île-de-France>Paris>Paris 5e;48.84202;2.35616;0753494R;;Q838691;1793;;;75105;Paris 5e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;57 rue Cuvier;;;75005;PARIS;France;371;385;324;329;361;376;394;424;427.0;420.0;385.0;422.0;420.0
vxHYt;Avignon Université;;AU;Université;Université pluridisciplinaire hors santé;public;Provence-Alpes-Côte d'Azur>Aix-Marseille>Vaucluse>Avignon;43.95005;4.81789;0840685N;;Q2033119;26/07/1984;Décret n° 84-723 du 17 juillet 1984 fixant la classification d'établissements publics à caractère scientifique, culturel et professionnel;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000503527;84007;Avignon;UU00754;Avignon;D084;Vaucluse;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;;74 rue Louis Pasteur;;;84029;Avignon CEDEX 1;France;6601;6581;6755;6478;6519;6716;6789;6677;6954.0;6946.0;7086.0;6787.0;6346.0
zHvr4;École nationale supérieure des arts et techniques du théâtre;;ENSATT;École;;public;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 5e;45.75331;4.81132;0693735K;;Q3578242;15/04/1941;;;69385;Lyon 5e;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;4 rue Sœur Bouvier;;;69322;Lyon CEDEX 05;France;;;;;;;;170;187.0;183.0;182.0;216.0;203.0
BWbvP;Université d'Artois;;;Université;Université pluridisciplinaire hors santé;public;Hauts-de-France>Lille>Pas-de-Calais>Arras;50.2847;2.79112;0623957P;;Q475504;15/11/1991;Décret no 91-1160 du 7 novembre 1991 portant création et organisation provisoire de l'université d'Artois;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000355616/;62041;Arras;UU62502;Arras;D062;Pas-de-Calais;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;9 rue du Temple;;BP 10665;62030;Arras CEDEX;France;11404;10817;11370;10956;10134;10593;10844;11325;11536.0;12157.0;12695.0;12710.0;11888.0
5tVy4;Université Bretagne Sud;;UBS;Université;Université pluridisciplinaire hors santé;public;Bretagne>Rennes>Morbihan>Lorient;47.74618;-3.39072;0561718N;;Q1125958;07/02/1995;Décret no 95-130 du 7 février 1995 portant création et organisation provisoire de l'université de Bretagne-Sud;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000715266/;56121;Lorient;UU56601;Lorient;D056;Morbihan;A14;Rennes;R53;Bretagne;R53;Bretagne;;27 rue Armand Guillemot;;BP 92116;56321;Lorient CEDEX;France;8377;8333;8384;8564;8127;8547;8108;8135;8912.0;9311.0;9920.0;9923.0;9549.0
yH19Y;Université du Littoral Côte d’Opale;;ULCO;Université;Université pluridisciplinaire hors santé;public;Hauts-de-France>Lille>Nord>Dunkerque;51.039;2.37183;0595964M;;Q3551755;15/11/1991;Décret no 91-1161 du 7 novembre 1991 portant création et organisation provisoire de l'université du Littoral;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000538668/;59183;Dunkerque;UU59602;Dunkerque;D059;Nord;A09;Lille;R32;Hauts-de-France;R31;Nord-Pas-de-Calais;;1 place de l'Yser;;BP 72033;59375;Dunkerque CEDEX;France;10847;10145;10292;10071;9669;8256;8399;8508;9096.0;9668.0;10254.0;10247.0;9413.0
vb71K;Université Paris-Est Créteil;;UPEC;Université;Université pluridisciplinaire avec santé;public;Île-de-France>Créteil>Val-de-Marne>Paris>Créteil;48.78852;2.4437;0941111X;;Q980688;01/01/1971;Décret n° 70-1174 du 17 décembre 1970 portant érection en établissements publics à caractère scientifique et culturel d'universités et centres universitaires;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000511402/;94028;Créteil;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;61 avenue du Général de Gaulle;;;94010;Créteil CEDEX;France;26381;26396;26931;27918;28960;29915;30681;31798;33061.0;33970.0;35651.0;37061.0;36957.0
WadM1;Y SCHOOLS;Y SCHOOLS;;École;;privé;Grand Est>Reims>Aube>Troyes;48.28417;4.07982;0101059X;;Q3117947;1992;;;10387;Troyes;UU10601;Troyes;D010;Aube;A19;Reims;R44;Grand Est;R21;Champagne-Ardenne;;217 avenue Pierre Brossolette;;;10000;Troyes;France;;;;;;;;;;;;;
11v7N;Brest Business School;Brest BS;;École;;privé;Bretagne>Rennes>Finistère>Brest;48.4059433199;-4.5215645694;0290127F;;Q3578429;1962;;;29019;Brest;UU29701;Brest;D029;Finistère;A14;Rennes;R53;Bretagne;R53;Bretagne;;2 avenue DE PROVENCE;;CS23812;29238;BREST CEDEX 2;France;;;;;;;;;;;;;
td273;École française d'Athènes;;EFA;Autre établissement;;public;Étranger>Athènes;37.982222;23.737778;1260001S;;Q273548;1846;;;;Athènes;;Athènes;D999;Étranger;A00;Étranger;R99;Étranger;R99;Étranger;;6 rue Didotou;;;10680;Athènes;Grèce;;;;;;;;;;;;;
QHKrf;École spéciale militaire de Saint-Cyr;ESM ST CYR;;École;;public;Bretagne>Rennes>Morbihan>Guer;47.94619;-2.152742;0560068V;;Q1132066;1802;;;56075;Guer;UU56207;Guer;D056;Morbihan;A14;Rennes;R53;Bretagne;R53;Bretagne;;;COETQUIDAN;;56380;GUER;France;;;;;;;;;;;;;
HjtSP;École supérieure de fonderie et de forge;ESFF;;École;;privé;Île-de-France>Versailles>Hauts-de-Seine>Paris>Sèvres;48.822532;2.224391;0920672F;;Q3578445;01/01/1923;;;92072;Sèvres;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;44 AVENUE DE LA DIVISION LECLERC;;;92310;SEVRES;France;;;;;;;;;;;;;
cZd69;Groupe Institut catholique d'arts et métiers;Groupe ICAM;;École;;privé;Île-de-France>Paris>Paris 9e;48.87961;2.328815;;;Q3151859;1898;;;75109;Paris 9e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;3 Rue de Liège;;;75009;Paris;France;;;;;;;;;;;;;
n2vXC;Institut supérieur d’agriculture Rhône-Alpes;Isara-Lyon;;École;;privé;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Lyon 7e;45.727895;4.836377;0692353H;;Q3152527;1968;;;69387;Lyon 7e;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;23 RUE JEAN BALDASSINI;;;69364;LYON CEDEX 07;France;;;;;;;;;;;;;
z8973;ISMANS;;ISMANS CESI;École;;privé;Pays de la Loire>Nantes>Sarthe>Le Mans;48.019687;0.157589;0721484X;;Q3152596;04/03/1987;;;72181;Le Mans;UU72701;Le Mans;D072;Sarthe;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;44 avenue Frédéric Auguste Bartholdi;;;72000;Le Mans;France;;;;;;;;;;;;;
2bx2x;Institut supérieur international du parfum, de la cosmétique et de l'aromatique alimentaire;ISIPCA;;École;;privé;Île-de-France>Versailles>Yvelines>Paris>Versailles;48.817017;2.141886;"0781110H;0783690M";;Q3152629;;;;78646;Versailles;UU00851;Paris;D078;Yvelines;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;36 RUE DU PARC DE CLAGNY;;;78000;VERSAILLES;France;;;;;;;;;;;;;
hh87F;KEDGE Business School;KEDGE BS;;École;;privé;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;44.79622;-0.600218;0333326L;;Q16647785;2013;;;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;680 COURS DE LA LIBERATION;;;33405;TALENCE CEDEX;France;;;;;;;;;;;;;
zepT6;Université de la Polynésie Française;;UPF;Université;Université pluridisciplinaire avec santé;public;Collectivités d'outre-mer>Polynésie Française>Punaauia;-17.57685;-149.60684;9840349G;9840303G;Q1695245;02/06/1999;Décret no 99-445 du 31 mai 1999 portant création de l'université de la Polynésie française et de l'université de la Nouvelle-Calédonie;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000394929/;98738;Punaauia;TOM98738;Punaauia;D987;Polynésie Française;A41;Polynésie Française;R00;Collectivités d'outre-mer;R00;Collectivités d'outre-mer;Campus d'Outumaoro;;Punaauia;BP 6570;98702;Faa'a;France;3133;2979;3127;3415;3486;3633;3365;3051;2821.0;2847.0;2924.0;3029.0;2581.0
